title,genre,director,country,year
«Поликушка»,драма,Александр Санин,РСФСР,1922
Пленник Зенды,приключенческий фильм,Рекс Ингрэм," ,США",1922
Папа-холостяк,комедия,Альфред Грин," ,США",1922
Оливер Твист,"драматический фильм,немое кино,экранизация романа,[d]",Фрэнк Ллойд," ,США",1922
По морю на кораблях,драма,Элмер Клифтон," ,США",1922
Пастер,немое кино,"Жан Эпштейн,, ,Жан Бенуа-Леви"," ,Франция",
Номер 13,триллер,Альфред Хичкок," ,Великобритания",1922
Молодой раджа,"приключенческий фильм,драма,мелодрама",Фил Розен," ,США",1922
Путь на Восток ,мелодрама,Дэвид Уорк Гриффит," ,США","26 августа, ,1920,4 апреля, ,1921,5 сентября, ,1921,3 апреля, ,1922,5 мая, ,1922"
Монте-Кристо,"драма, ,мелодрама",Эмметт Флинн," ,США",1922
